Name,BaseSalary,HRPercent,TRPercent,OtherPercent,PFPercent,ITPercent
Michael Doe,57109,10,19,7,10,3
Sarah Jones,71868,23,19,9,12,4
Jane Doe,103098,22,11,8,11,3
Anna Doe,102774,17,20,7,11,5
John Wilson,45742,10,13,9,10,4
Emily Miller,64416,12,15,15,10,6
Chris Williams,56375,21,16,7,14,7
John Davis,103358,17,14,7,10,7
Chris Wilson,92359,14,12,7,14,6
Sarah Wilson,54391,15,15,5,14,6
Laura Taylor,57179,24,12,7,8,3
Emily Doe,59958,14,13,14,12,3
Jane Miller,110074,15,17,15,13,7
Sarah Davis,57594,11,14,12,11,7
David Wilson,40062,18,13,12,15,5
Alex Taylor,67584,25,11,14,10,6
Chris Wilson,52828,18,19,12,10,5
Sarah Davis,87772,23,17,14,12,4
Sarah Wilson,50171,17,10,9,11,5
Alex Johnson,81198,22,17,8,9,8
Chris Wilson,52523,22,18,15,15,8
David Doe,105297,24,10,12,12,5
Anna Johnson,101997,20,17,11,14,5
Chris Smith,118570,20,20,12,12,3
John Brown,53168,22,16,6,9,8
John Miller,89342,22,11,12,11,3
Michael Brown,90387,23,18,8,12,3
Alex Doe,101466,10,12,12,13,6
David Miller,97202,12,11,6,11,7
John Doe,60143,22,20,12,14,3
Anna Miller,99167,13,20,7,11,6
Sarah Johnson,53531,18,18,14,10,5
Alex Brown,100311,22,20,11,9,6
Sarah Taylor,104286,24,12,12,11,4
David Miller,111664,21,14,9,11,4
John Wilson,100702,15,16,8,9,6
Anna Wilson,67237,22,19,12,12,4
Laura Miller,64576,19,16,5,11,4
David Johnson,72285,19,13,14,13,5
Anna Miller,46078,22,20,13,13,7
Laura Doe,90626,19,17,7,9,5
Laura Taylor,74721,12,15,11,13,8
Michael Doe,62317,11,16,10,15,3
Jane Miller,57505,11,16,14,8,6
Chris Smith,84241,25,19,14,15,4
Anna Doe,68571,10,10,14,8,6
David Williams,109042,23,19,11,8,6
Michael Smith,117187,18,11,15,15,7
Laura Doe,116700,15,18,9,11,3
Jane Johnson,107800,11,18,12,10,7
Emily Johnson,60491,25,16,12,9,7
Laura Wilson,114710,20,18,14,9,5
Sarah Wilson,88243,10,10,14,8,4
Anna Taylor,108693,19,15,14,13,5
John Wilson,82029,11,12,5,13,4
Chris Doe,50596,18,15,9,8,4
Chris Miller,51935,19,11,9,8,7
John Williams,68748,12,14,12,13,4
Laura Miller,50841,23,15,9,10,3
Sarah Taylor,74796,24,14,13,9,8
Michael Brown,82557,19,14,8,9,3
Chris Williams,99732,23,15,15,13,8
Jane Wilson,119055,24,20,14,15,5
Sarah Brown,101267,19,10,14,15,7
Laura Davis,119850,24,16,14,10,7
Alex Johnson,101424,18,17,8,12,7
Michael Davis,58101,11,14,9,9,3
John Smith,82438,24,19,11,8,3
John Jones,93142,23,18,14,10,7
Anna Doe,51809,23,19,14,15,3
Sarah Williams,40763,24,15,7,14,7
John Williams,106188,23,14,13,8,5
David Brown,79702,10,15,11,15,3
Michael Smith,98062,11,10,5,8,5
John Williams,83322,23,18,8,11,8
Anna Miller,68112,11,15,12,12,7
Anna Taylor,61958,20,20,10,9,5
Alex Brown,102113,23,20,14,10,4
Jane Smith,97577,13,12,9,9,6
Anna Doe,83642,13,19,5,14,4
David Brown,103670,17,14,7,11,6
David Brown,111687,15,17,12,8,3
Jane Johnson,48169,21,18,13,12,3
Sarah Brown,118561,16,10,6,12,7
David Taylor,40235,14,20,6,9,4
Alex Johnson,118259,21,20,6,12,5
Emily Miller,49275,22,10,10,8,8
Laura Brown,68945,15,15,8,13,4
Emily Williams,102784,14,10,14,8,3
Anna Smith,117058,19,13,15,10,3
Chris Davis,100407,19,10,14,13,4
Jane Smith,113159,24,17,13,11,3
Emily Williams,85917,18,13,15,9,3
Sarah Williams,94947,25,15,11,9,8
Alex Smith,117489,20,12,12,13,5
Anna Taylor,119659,11,14,6,12,8
Anna Wilson,106920,16,16,10,15,6
Laura Brown,51534,20,10,5,12,8
Chris Johnson,42911,14,14,9,12,6
Sarah Williams,89056,25,19,14,12,7
Laura Johnson,45580,15,11,8,9,8
Laura Brown,104608,24,19,9,10,5
Emily Wilson,70808,14,11,6,8,3
Emily Taylor,107370,23,15,12,9,8
Laura Smith,52539,14,17,15,9,4
Alex Miller,91378,20,16,9,12,3
Laura Johnson,68522,11,10,7,15,7
Emily Williams,93324,24,14,10,13,7
Laura Miller,87857,25,18,7,11,4
Sarah Jones,46410,14,10,7,9,3
David Jones,48881,13,11,11,10,3
Chris Jones,77071,11,20,8,13,6
Emily Johnson,102352,12,17,10,11,3
Alex Johnson,90995,18,10,10,9,6
Sarah Miller,85544,22,20,7,9,4
Anna Brown,77398,12,12,12,15,6
Laura Doe,54129,23,18,10,9,4
Laura Brown,61821,11,15,8,8,8
John Taylor,114624,19,17,9,8,3
John Miller,66396,10,20,12,15,4
David Miller,98382,12,11,13,13,4
Anna Wilson,97662,17,17,8,8,6
John Johnson,104961,25,15,9,12,7
Laura Johnson,57121,21,13,7,14,3
Michael Taylor,57223,24,12,9,8,4
David Doe,49885,14,14,15,13,6
Jane Davis,82560,23,13,13,11,4
Anna Brown,103570,17,20,15,11,7
Anna Davis,66442,22,18,10,15,6
Sarah Johnson,107902,11,10,10,11,3
Alex Johnson,47349,16,11,6,14,3
Michael Davis,85700,16,13,9,11,7
Alex Brown,69269,20,13,11,11,3
Michael Williams,88423,20,12,10,12,6
David Williams,97773,21,19,10,11,4
Sarah Davis,110859,10,14,11,15,5
David Williams,85056,10,13,15,13,6
David Taylor,102623,16,10,5,14,8
Laura Doe,66629,16,18,5,9,6
John Smith,105149,15,10,14,12,7
Alex Williams,115612,21,11,13,14,7
Michael Wilson,71080,19,18,11,14,7
Anna Johnson,110935,13,12,10,9,7
Sarah Taylor,46375,19,18,13,8,4
Anna Williams,117094,14,13,9,11,6
David Smith,58855,24,10,6,8,4
Jane Smith,88672,13,19,10,15,8
Anna Williams,77525,15,20,8,8,6
Alex Brown,59895,15,15,7,9,5
John Williams,86140,20,12,5,14,5
David Taylor,101805,13,14,9,15,4
Anna Williams,80917,10,11,13,15,5
Michael Wilson,89071,18,12,7,13,5
David Jones,105978,19,13,9,12,8
Anna Davis,53282,14,17,9,9,8
David Brown,85525,18,10,11,11,3
Anna Miller,56885,23,20,15,9,4
Emily Wilson,41383,16,17,5,13,7
Michael Doe,101315,23,16,5,10,6
Alex Brown,88339,22,14,6,11,6
John Jones,54091,10,10,8,13,8
Jane Doe,85870,12,16,13,11,7
Jane Smith,94086,16,18,13,15,5
Emily Jones,115470,11,10,9,10,4
Alex Doe,77425,16,16,11,11,6
Laura Wilson,57256,15,10,11,10,8
John Davis,66056,13,19,15,13,8
Chris Johnson,62733,10,14,5,12,6
Chris Davis,107897,11,11,12,8,5
Jane Brown,58182,24,16,14,12,3
Emily Miller,77918,23,16,9,14,3
Chris Doe,65519,13,10,5,9,5
Anna Doe,109840,11,12,6,9,8
Sarah Jones,46325,22,12,7,11,4
John Taylor,97871,20,19,13,14,5
Laura Brown,100684,17,12,13,11,4
Alex Williams,84832,20,11,14,14,4
Laura Doe,87859,24,20,9,14,7
David Johnson,111115,20,12,15,9,5
Michael Smith,44350,24,20,10,15,4
Michael Miller,109493,25,19,12,14,3
Anna Williams,93969,12,14,9,14,4
Alex Williams,115928,11,14,13,15,5
Michael Jones,40082,10,15,10,10,5
John Williams,118540,12,14,5,11,4
David Miller,107376,14,12,11,9,6
John Taylor,85196,13,10,10,15,5
Alex Wilson,104642,17,17,15,13,5
Michael Jones,69406,18,10,11,14,6
Emily Taylor,58159,16,14,7,8,7
Emily Taylor,74640,16,16,10,15,3
Michael Smith,117027,15,17,6,14,6
John Taylor,66733,17,19,5,8,4
Laura Wilson,108400,13,16,11,13,6
David Johnson,80579,13,15,7,15,8
Anna Williams,67741,15,18,14,13,3
Jane Smith,95896,11,11,8,10,3
Chris Wilson,85087,24,19,14,15,5
Alex Smith,98119,16,17,6,13,6
Laura Taylor,73097,14,11,10,11,3
Anna Brown,61105,18,12,6,14,6
Chris Wilson,52031,11,12,11,11,8
Alex Doe,41587,14,14,9,15,6
Sarah Wilson,43359,24,11,7,15,7
Chris Jones,87585,20,12,5,9,6
Jane Jones,69245,23,19,8,9,8
Jane Taylor,89872,20,10,11,10,7
David Smith,62847,23,19,13,9,3
Alex Brown,42366,24,19,8,11,5
Laura Davis,83565,12,16,12,10,8
John Davis,90506,21,15,14,12,7
David Smith,55406,15,15,7,13,7
Jane Davis,47452,23,14,5,10,5
Michael Brown,65129,23,16,9,8,6
John Jones,53257,22,12,13,13,3
Laura Jones,53165,24,11,5,9,7
John Jones,71290,13,13,11,11,8
Emily Smith,43909,14,13,9,14,6
Michael Jones,80185,13,15,9,14,4
Anna Taylor,47344,18,10,11,12,3
Alex Williams,41877,12,11,5,15,5
David Taylor,51921,13,12,12,14,4
John Wilson,44806,20,10,14,12,7
Anna Williams,87918,22,15,11,9,3
John Smith,79666,16,13,6,10,5
John Taylor,40253,16,14,11,15,8
Alex Brown,40873,14,12,11,15,4
Jane Williams,69228,11,20,12,15,8
Emily Brown,105026,24,18,11,10,7
Anna Taylor,94889,10,15,15,14,6
Emily Williams,112154,14,20,12,9,8
John Davis,75084,20,20,8,11,6
David Johnson,87135,14,12,5,9,3
Emily Miller,87059,12,16,15,9,4
Michael Jones,69418,13,18,15,15,3
John Davis,73075,20,13,11,8,8
Anna Taylor,67707,11,20,5,9,7
John Miller,46665,13,18,9,8,3
Sarah Taylor,87942,18,16,10,10,7
Alex Miller,78855,19,14,14,10,5
Anna Smith,71156,19,19,6,14,7
Anna Taylor,82864,15,18,5,9,7
Jane Davis,116327,10,11,13,10,7
Alex Williams,52480,13,20,15,8,6
Jane Jones,118360,18,10,14,8,7
Michael Jones,67962,19,17,11,10,3
David Jones,73151,23,17,12,11,6
Sarah Smith,45877,20,19,11,14,3
Alex Jones,89090,17,15,15,13,4
David Smith,107588,22,14,8,8,3
Sarah Jones,50197,19,18,5,10,7
Laura Doe,86488,11,16,9,12,3
Anna Williams,72568,23,18,13,15,5
David Brown,79302,13,18,7,13,8
Jane Doe,115567,13,16,15,11,8
Laura Jones,55350,13,19,13,10,6
Chris Wilson,101795,10,16,6,11,3
Anna Johnson,72436,10,17,5,9,5
Emily Williams,110507,19,18,12,10,3
Chris Johnson,106903,13,18,15,9,4
Jane Williams,55194,10,12,13,8,7
Chris Williams,60230,10,18,7,12,5
Michael Taylor,105567,17,13,11,14,8
Anna Taylor,87210,20,17,12,12,3
Anna Brown,61695,20,19,8,14,3
Sarah Williams,51925,13,11,7,15,3
Chris Taylor,72817,18,14,11,11,7
Jane Brown,118613,17,18,5,8,4
Anna Jones,99551,25,20,8,13,4
Chris Jones,89065,12,11,14,8,5
John Miller,78887,12,14,10,8,7
David Doe,117117,13,11,5,8,7
David Doe,46470,14,13,12,10,5
John Taylor,83560,18,14,8,15,3
Sarah Taylor,95180,17,17,5,8,7
John Miller,49197,24,12,13,11,6
John Jones,55742,22,18,13,12,8
David Smith,68424,20,18,14,12,8
Anna Brown,83766,16,18,6,9,3
David Smith,46675,16,11,14,11,4
Anna Doe,104636,23,13,9,15,4
Emily Wilson,110823,11,20,6,13,3
David Taylor,106038,25,14,15,8,3
Anna Miller,76384,15,17,15,8,5
Chris Smith,113243,24,13,14,13,3
Laura Jones,43626,20,20,13,8,3
Laura Johnson,114596,14,17,7,9,5
John Smith,89424,16,11,5,10,8
John Williams,108007,16,20,11,15,6
Laura Smith,116865,18,20,14,9,4
Chris Williams,85683,23,20,9,14,3
Chris Johnson,54621,22,18,11,13,7
Emily Jones,104392,16,19,6,10,8
Chris Doe,62686,13,15,6,14,4
Alex Davis,75902,13,10,5,9,3
Michael Brown,81875,10,10,10,11,3
Laura Jones,88980,24,13,13,13,6
John Johnson,51524,17,10,9,11,7
Laura Davis,97115,23,12,13,12,8
Chris Brown,49909,12,14,13,13,6
Alex Smith,88763,17,14,7,10,6
Anna Jones,45999,19,10,15,14,4
Michael Davis,59635,19,16,15,9,4
Alex Davis,87361,13,19,12,13,5
Jane Johnson,72479,22,20,10,11,6
Sarah Wilson,114927,19,19,10,11,3
Michael Brown,98312,22,17,5,8,7
Alex Doe,113464,24,11,15,10,8
Emily Smith,118019,20,13,10,8,4
David Smith,72528,25,13,7,8,5
Michael Davis,67889,15,11,10,10,6
Jane Doe,41213,14,10,5,15,6
John Miller,100971,21,16,15,11,3
Sarah Johnson,43341,13,19,8,9,4
David Davis,66427,10,13,7,13,6
Laura Miller,73657,21,20,11,11,8
Laura Johnson,119456,13,19,7,11,3
Anna Johnson,74993,20,12,7,12,6
Michael Williams,104802,14,14,9,12,3
Alex Williams,43812,16,15,13,13,6
Michael Taylor,55196,20,15,5,15,4
Chris Williams,42784,12,12,13,15,3
Michael Doe,77024,22,17,6,12,4
Anna Smith,45239,10,20,15,11,5
David Doe,94672,17,18,7,12,4
Laura Davis,88483,23,18,6,11,4
David Williams,95533,24,12,6,13,3
Laura Taylor,71260,13,11,15,10,5
Jane Williams,87962,20,13,5,10,8
Alex Jones,44876,19,13,12,8,7
Anna Wilson,56027,17,19,9,13,8
Chris Miller,44283,14,15,7,15,6
Anna Doe,42753,18,20,14,10,6
Anna Wilson,57059,25,12,8,9,4
Anna Davis,65782,19,12,8,9,8
Jane Davis,41609,15,11,13,11,4
Sarah Williams,118540,16,17,15,11,6
Laura Williams,100893,15,19,13,10,6
Chris Brown,85231,15,13,14,15,6
John Miller,59619,21,19,7,13,7
Sarah Smith,40026,18,11,7,8,3
David Doe,116145,23,13,7,10,5
Anna Davis,86648,24,10,13,14,4
Michael Jones,60534,12,19,5,8,4
Emily Doe,52179,12,18,10,15,7
David Taylor,94630,15,11,9,13,5
Jane Doe,43493,14,11,13,8,7
Jane Doe,61533,13,16,11,9,3
Anna Doe,45097,12,10,5,12,8
Chris Miller,99715,19,14,9,12,6
Laura Williams,100388,12,16,11,14,4
David Taylor,89942,16,14,14,12,4
David Johnson,93364,21,19,15,12,4
Anna Miller,61827,18,14,12,13,7
Michael Smith,51214,13,15,15,11,8
Emily Johnson,63951,13,12,13,11,4
Anna Smith,91815,12,18,6,15,3
Emily Taylor,99566,20,16,13,12,4
David Doe,85561,23,14,8,9,8
Michael Wilson,73960,11,11,7,13,5
Anna Smith,112583,19,20,12,13,6
Emily Smith,51701,12,16,8,14,4
John Williams,70904,10,17,15,9,5
Alex Wilson,84428,20,15,11,13,7
Michael Johnson,58557,18,12,8,12,3
Sarah Smith,52271,20,10,14,9,6
Michael Wilson,99508,17,20,15,10,8
Laura Miller,61161,18,20,11,14,4
Sarah Doe,98602,25,16,12,15,5
Jane Smith,58017,10,18,15,12,5
Michael Brown,40692,19,19,14,9,4
Anna Johnson,102108,20,18,9,8,8
Alex Smith,46712,10,16,5,9,8
Jane Miller,78032,21,19,8,10,4
Chris Doe,107397,13,13,14,15,8
David Johnson,62152,20,14,13,9,5
Sarah Miller,55459,13,17,12,8,8
Emily Jones,45350,24,20,13,10,4
Emily Doe,65310,13,15,5,9,8
John Jones,63675,25,17,6,15,4
Emily Jones,60481,19,19,14,11,5
Anna Wilson,64776,20,14,10,14,5
Alex Williams,57273,22,14,11,8,6
John Wilson,94540,10,17,6,8,8
Emily Brown,45978,12,11,14,15,5
Michael Doe,53366,25,19,13,8,5
Michael Jones,107228,14,17,14,15,3
Sarah Brown,105639,13,14,12,10,6
Emily Johnson,67391,15,10,5,12,8
Laura Brown,69761,22,15,8,8,8
Laura Davis,83023,18,19,12,14,6
Laura Davis,88604,17,15,8,12,5
Emily Wilson,87965,10,14,11,15,4
Chris Davis,89268,13,16,13,9,8
Emily Johnson,53448,12,15,9,12,3
John Taylor,98104,17,14,13,8,4
John Johnson,97035,16,17,5,10,4
Chris Miller,51427,21,16,10,14,8
Chris Jones,111502,20,10,8,14,8
David Davis,106228,10,19,15,9,8
David Taylor,68259,20,15,13,13,5
Chris Williams,110547,10,18,5,13,3
Alex Johnson,103045,14,14,13,11,5
Jane Smith,90928,23,13,7,12,4
Chris Williams,72350,14,15,9,8,8
Jane Williams,118642,24,18,12,8,7
John Johnson,64601,25,11,9,15,8
Alex Doe,54918,25,13,12,10,7
Anna Miller,52775,20,19,6,15,3
Jane Brown,57062,14,16,10,9,6
Chris Miller,112220,11,10,12,10,8
Laura Taylor,107152,11,14,12,13,4
Jane Taylor,71302,22,20,6,8,6
Alex Williams,74990,17,20,15,9,7
Jane Davis,61029,13,12,13,11,4
Michael Davis,77002,22,18,13,13,6
John Brown,71381,11,18,8,15,8
Sarah Brown,59817,21,15,9,13,6
Sarah Williams,55952,10,13,15,9,3
Sarah Smith,74503,17,18,6,15,3
Emily Jones,40294,22,11,8,10,3
Laura Johnson,109164,18,14,11,12,3
Emily Smith,83235,21,11,15,14,4
David Wilson,44543,21,13,7,12,6
Michael Smith,68354,10,10,6,10,6
Sarah Davis,44915,13,13,15,9,6
John Brown,82741,23,20,13,10,3
Anna Doe,49765,12,19,15,12,6
Anna Johnson,61835,20,14,5,12,5
Chris Taylor,90865,14,11,5,9,7
Alex Smith,97041,24,11,5,8,6
Laura Johnson,107739,24,14,12,12,8
Michael Miller,97491,21,12,10,11,6
Laura Wilson,45408,17,20,8,13,4
Chris Doe,104426,21,18,7,10,8
John Johnson,98756,20,15,6,13,4
Michael Johnson,42229,11,17,5,13,8
David Jones,41401,10,13,5,11,8
Michael Taylor,107171,22,12,15,8,8
John Doe,46848,24,15,14,12,4
Chris Wilson,97875,12,20,9,10,5
Alex Wilson,80193,23,18,8,11,7
Chris Johnson,62640,21,17,7,8,3
Anna Doe,51759,25,14,13,8,5
Jane Jones,66337,22,13,6,10,5
John Smith,113490,23,20,15,9,6
Sarah Johnson,98203,16,19,10,13,7
David Johnson,82026,22,11,12,12,5
Jane Brown,109454,15,17,14,8,5
Sarah Doe,49542,21,10,8,13,7
Alex Smith,56513,14,16,9,12,6
Sarah Brown,68020,10,17,7,15,8
John Johnson,46794,11,12,15,12,5
Jane Brown,111149,15,18,8,14,7
John Davis,108702,22,14,7,14,3
Emily Smith,93105,22,17,9,12,5
Laura Smith,58369,20,13,9,13,6
Anna Brown,55329,17,13,15,9,4
David Miller,92799,18,16,15,12,6
Anna Wilson,98222,18,11,14,11,8
David Wilson,50588,18,19,15,9,5
Jane Williams,66495,11,12,13,13,5
Chris Davis,87562,20,14,9,11,6
Sarah Jones,61231,21,20,9,15,5
Sarah Doe,66913,24,12,15,9,4
Laura Taylor,73242,19,12,13,11,7
Anna Johnson,44847,10,12,9,15,6
Emily Johnson,77098,10,16,5,14,7
David Davis,46118,16,19,5,8,3
Michael Johnson,113039,11,15,11,13,7
Laura Jones,91601,25,11,7,15,7
Sarah Smith,43853,12,19,12,14,5
Michael Williams,46889,10,10,5,9,8
Jane Miller,65073,13,13,10,11,7
Chris Miller,72542,17,18,8,10,7
Anna Miller,95292,19,19,13,15,8
Laura Miller,105903,11,20,9,12,6
David Doe,89619,16,20,15,14,5
John Miller,64900,22,15,9,14,6
David Miller,59362,10,17,15,8,7
Laura Wilson,63882,21,13,13,10,7
Sarah Wilson,90552,13,17,9,14,7
Anna Brown,87926,21,15,6,14,6
Anna Johnson,50159,12,17,14,12,7
Anna Miller,41186,23,11,15,13,7
Emily Williams,59814,10,11,8,11,7
David Smith,80570,18,13,12,10,5
Laura Johnson,81626,21,11,15,14,4
Alex Doe,58557,18,18,5,8,3
Emily Williams,62516,15,15,6,10,5
Anna Wilson,107061,14,19,14,9,8
Sarah Doe,49263,15,16,6,11,8
Emily Brown,44009,17,11,11,12,4
Chris Jones,55457,13,14,14,14,3
Laura Doe,53576,15,20,6,10,4
Laura Williams,67309,13,12,15,15,5
Jane Miller,44073,22,11,14,14,7
Sarah Jones,87618,25,11,12,15,6
Chris Wilson,54121,15,15,12,8,4
Michael Davis,46069,25,20,8,9,6
David Brown,109012,23,19,10,11,3
Alex Smith,72604,13,14,13,15,5
Emily Wilson,42980,21,10,8,11,6
Jane Williams,100927,23,12,11,9,8
Emily Williams,46636,24,13,15,13,7
Laura Jones,74225,22,15,8,15,6
Sarah Doe,86051,16,14,11,15,6
Laura Miller,76109,16,12,15,8,7
David Smith,77262,11,13,5,11,8
Michael Smith,94785,12,16,15,12,3
Jane Williams,97735,20,11,8,10,3
Emily Jones,68308,20,19,7,9,4
John Williams,47526,14,11,8,9,3
Emily Davis,112747,22,13,14,13,5
Sarah Doe,52306,11,10,14,12,8
Jane Williams,42410,12,11,13,12,8
Alex Davis,102930,16,12,11,15,8
Emily Brown,87600,10,20,7,14,8
Emily Jones,63810,15,17,15,10,6
Anna Johnson,72566,15,17,5,12,4
Emily Doe,45085,20,14,10,12,3
Chris Brown,47829,18,18,5,8,8
Sarah Johnson,100731,16,20,15,8,4
Anna Jones,91823,21,12,7,11,6
Sarah Miller,68510,11,20,15,10,6
Anna Brown,111958,15,20,7,14,4
Sarah Miller,74202,23,17,8,8,4
Alex Smith,49652,12,12,5,14,6
Michael Davis,58118,10,17,7,14,6
David Taylor,59558,14,11,8,9,6
Anna Williams,114304,25,20,5,13,4
Chris Taylor,85610,24,17,10,13,6
Anna Smith,107791,10,11,12,15,7
Anna Williams,41355,15,13,11,10,4
John Taylor,91841,25,18,12,13,6
John Miller,45643,11,19,5,10,4
Alex Wilson,50993,25,20,10,8,4
John Taylor,85670,13,12,6,9,3
Alex Jones,58376,11,18,12,9,7
Jane Brown,116519,15,19,9,8,8
David Smith,76437,25,20,15,14,7
Laura Doe,73133,13,16,10,12,5
Emily Davis,118598,23,17,8,14,3
David Davis,95248,18,12,8,8,4
Laura Jones,116490,21,10,5,9,6
John Miller,94385,19,10,10,10,8
Sarah Jones,115931,25,18,10,15,7
John Miller,66552,14,15,10,15,7
David Jones,110386,20,16,7,14,7
Alex Miller,66558,25,18,10,8,3
Sarah Jones,84593,19,18,13,9,5
Laura Johnson,79879,17,14,7,13,4
Emily Brown,42385,12,15,8,9,8
Chris Jones,57419,10,19,10,9,5
Anna Doe,109507,17,11,11,14,8
Alex Miller,116351,10,16,9,15,5
Emily Wilson,102686,13,10,9,12,8
David Doe,76272,16,13,8,14,8
Jane Doe,62005,13,14,5,10,6
Sarah Smith,51699,23,14,8,14,3
Sarah Jones,43917,11,15,14,13,7
Jane Taylor,88915,17,16,6,13,6
Sarah Williams,112761,16,15,14,14,5
Alex Davis,83463,24,10,12,14,5
Anna Smith,87616,15,18,9,15,7
Chris Brown,74313,21,15,8,15,3
Michael Williams,52322,21,15,11,14,8
David Johnson,41510,25,13,9,8,5
Jane Miller,71414,25,13,13,9,5
Sarah Jones,95485,16,20,8,10,8
Sarah Taylor,41343,20,14,14,10,6
Chris Wilson,80024,13,13,5,15,6
David Doe,87700,14,10,15,15,4
Sarah Smith,82264,10,16,6,10,5
David Doe,91302,15,12,11,14,7
Laura Jones,73633,17,13,5,14,4
David Doe,86575,16,13,12,14,3
Michael Smith,81969,21,17,12,10,3
Michael Miller,83850,16,20,14,14,5
Sarah Smith,73250,11,19,13,12,6
David Taylor,62370,21,18,8,9,8
David Miller,59209,18,20,10,10,5
Emily Williams,108654,10,14,10,11,3
Alex Johnson,119130,10,17,12,10,8
Michael Doe,41442,17,12,12,15,4
Emily Williams,90698,23,17,5,15,4
Laura Davis,96474,22,20,6,14,3
Alex Johnson,56510,23,15,6,15,5
John Williams,68304,13,18,11,8,3
John Taylor,84604,17,19,11,13,7
David Taylor,85894,12,12,15,9,3
Jane Miller,109100,24,20,5,13,3
Emily Taylor,41848,21,13,12,15,4
John Taylor,117757,21,13,11,15,6
Emily Davis,55041,20,20,12,8,5
Sarah Davis,87625,11,14,12,9,7
Chris Wilson,71611,24,17,9,11,8
Emily Jones,104309,14,11,5,10,8
Michael Brown,89067,11,16,8,15,7
Chris Wilson,56173,23,15,6,12,7
Anna Williams,98323,13,16,13,15,8
David Williams,68883,19,12,10,15,5
Michael Doe,78396,16,12,7,12,7
Alex Jones,114772,18,20,5,10,6
Michael Williams,112473,15,20,11,12,6
Sarah Taylor,114589,17,15,5,13,4
Sarah Davis,62695,25,17,5,15,5
Chris Davis,100968,14,14,9,12,4
Jane Wilson,78841,22,18,9,12,5
Sarah Taylor,77149,22,17,10,13,5
Emily Johnson,51566,20,15,9,12,7
Jane Doe,61433,14,13,10,13,4
Jane Smith,110074,19,11,5,8,6
Jane Brown,48166,24,11,9,13,5
Chris Doe,49617,25,19,6,11,5
Alex Williams,101368,12,12,7,9,8
John Davis,115084,19,12,12,10,3
Alex Smith,109655,22,13,12,10,6
Michael Miller,119136,16,17,14,9,8
Sarah Williams,85162,25,16,11,12,6
Michael Jones,118650,19,17,11,8,4
John Wilson,112438,13,11,13,11,4
Michael Taylor,119317,12,16,15,9,8
Jane Miller,94333,20,18,15,12,4
David Smith,59793,12,19,9,10,7
Jane Miller,53149,10,17,9,14,8
Jane Doe,66125,17,14,7,13,6
Michael Smith,62513,10,11,14,13,4
Laura Miller,77633,25,11,9,8,4
Anna Doe,44007,23,18,15,11,8
Jane Doe,70466,25,20,10,12,5
Chris Doe,40017,21,13,6,14,6
Sarah Jones,73005,25,14,12,9,7
Emily Taylor,102831,19,15,12,9,4
Alex Miller,61677,19,14,8,13,8
Michael Wilson,99037,18,18,7,10,4
Chris Doe,41099,25,13,5,10,5
Michael Brown,107694,13,13,11,9,8
John Brown,60618,20,12,10,15,7
Anna Miller,59166,12,12,9,15,5
David Doe,81008,24,15,7,8,5
John Williams,53056,17,11,5,15,4
Alex Doe,94964,12,10,14,13,4
Chris Wilson,72572,18,15,12,9,4
Alex Taylor,65810,25,15,8,11,7
Anna Johnson,115703,15,12,7,9,5
David Taylor,79361,21,20,10,11,6
Sarah Williams,87973,20,13,9,15,5
Alex Brown,90431,22,11,5,10,7
John Smith,96099,22,13,11,12,8
Chris Johnson,98024,16,18,12,14,8
David Smith,114879,15,18,14,11,5
Laura Taylor,112010,16,16,8,10,3
Alex Smith,87370,21,19,7,10,7
Sarah Taylor,88792,11,13,15,11,6
Michael Wilson,100007,11,12,7,8,7
Laura Johnson,75170,21,19,5,9,7
David Doe,101968,17,11,5,8,6
Anna Williams,78400,25,11,14,15,7
David Taylor,75173,24,15,7,12,5
Alex Wilson,49577,10,12,13,13,8
Laura Taylor,50565,18,15,5,11,8
John Smith,83933,18,17,13,9,7
John Jones,117137,15,19,12,15,8
Anna Doe,76879,20,20,12,15,6
Michael Miller,76480,10,19,7,12,5
Sarah Williams,42826,11,17,7,8,6
Laura Brown,45489,10,12,15,8,4
Emily Davis,110701,23,18,11,9,8
Emily Taylor,90941,11,17,10,12,3
Chris Doe,64550,23,18,9,9,7
Emily Jones,69315,16,17,15,15,8
Laura Taylor,87127,19,11,6,10,3
Sarah Wilson,75544,10,19,9,12,8
David Miller,81017,22,13,15,10,8
Jane Jones,114440,23,20,10,15,4
Chris Miller,47083,16,12,12,12,5
Emily Brown,102026,16,16,7,13,5
Alex Miller,66429,22,19,12,12,4
Alex Smith,86380,17,16,10,13,8
Anna Smith,74330,10,16,9,15,7
Emily Taylor,111677,10,14,7,14,7
Michael Miller,73754,10,19,10,12,4
Alex Brown,102452,17,15,15,14,4
Jane Williams,93158,15,15,13,12,5
David Brown,43746,14,15,8,12,4
David Taylor,44957,11,16,8,14,8
Jane Brown,70493,21,19,11,13,5
John Doe,107613,19,12,12,11,4
David Jones,76390,25,18,6,15,4
Michael Doe,111063,18,12,15,14,8
Alex Davis,44503,18,11,6,15,7
Sarah Smith,75903,25,13,12,10,4
Laura Smith,98224,16,13,9,12,3
Michael Wilson,70179,22,15,10,14,3
Alex Davis,47558,18,12,13,14,3
Alex Wilson,64254,22,17,14,8,5
Michael Smith,54370,24,15,11,12,7
Chris Miller,106514,11,12,10,14,4
