Name,BaseSalary,HRPercent,TRPercent,OtherPercent,PFPercent,ITPercent
Jane Johnson,64527,24,19,11,15,8
David Smith,102065,21,15,7,11,6
John Jones,92966,25,20,14,14,6
Sarah Doe,76414,24,16,6,13,8
David Brown,70899,10,20,11,13,7
Emily Brown,118013,18,10,15,9,5
Sarah Davis,42711,23,13,6,14,5
Sarah Williams,46636,24,11,14,11,8
Emily Williams,100864,19,11,5,8,6
Michael Williams,41529,24,12,6,12,4
Anna Brown,87465,13,12,14,12,5
John Taylor,113876,15,11,8,11,3
John Brown,53149,20,13,15,11,3
Sarah Johnson,109185,15,12,15,11,7
Jane Williams,64674,21,18,13,10,7
Alex Johnson,70010,17,20,14,14,8
Emily Wilson,80577,25,18,9,10,5
Chris Taylor,79944,17,18,6,8,6
Anna Jones,41612,12,10,8,10,6
Jane Taylor,67553,15,14,13,15,4
Anna Brown,80574,18,18,10,12,4
Jane Taylor,56108,11,17,15,15,4
Jane Brown,105571,16,17,14,10,8
Jane Brown,57677,14,18,14,15,8
Michael Davis,94857,15,10,5,11,4
Anna Williams,66728,24,15,6,11,6
Michael Taylor,111918,19,19,7,11,8
Chris Brown,61451,16,19,9,11,8
Laura Brown,108807,12,19,11,13,7
Sarah Miller,54464,10,19,12,15,5
Alex Doe,62636,19,10,13,15,5
John Taylor,82982,17,10,15,15,8
Alex Wilson,114531,25,18,6,11,6
Anna Wilson,73241,16,19,8,9,3
Laura Miller,117878,11,20,14,12,7
Sarah Williams,52172,14,12,14,8,4
Anna Jones,48850,23,16,5,9,7
Emily Smith,68520,14,18,15,10,7
John Wilson,78733,22,18,12,14,6
Michael Brown,98022,16,20,14,11,3
Laura Williams,54218,24,19,15,13,5
Laura Wilson,74041,12,10,13,13,8
Emily Davis,101044,18,17,13,8,5
David Wilson,77248,14,10,10,9,8
Chris Smith,102406,16,17,5,14,7
Laura Davis,90113,13,15,11,10,7
Alex Williams,102717,14,12,15,11,3
David Brown,95841,13,16,8,10,6
Anna Taylor,79551,22,16,12,11,7
John Doe,65755,17,19,9,13,5
Anna Smith,88911,14,20,13,11,6
John Doe,114915,20,15,11,8,8
Chris Jones,81978,17,20,13,9,5
Sarah Smith,100412,22,16,6,13,7
John Johnson,56525,15,16,8,8,3
Michael Jones,100206,24,15,12,12,8
Laura Johnson,40111,17,13,15,15,6
Emily Miller,69188,25,18,7,9,7
Chris Johnson,118433,23,13,15,15,6
Alex Smith,89143,25,14,8,9,8
Laura Jones,89107,14,12,15,9,6
Jane Brown,45238,14,10,13,10,6
Chris Doe,78573,15,17,5,12,3
John Wilson,57768,25,12,9,9,3
John Smith,98312,13,17,11,9,6
Jane Johnson,63128,22,16,6,14,4
David Smith,44345,18,12,8,12,6
Emily Smith,111599,22,18,8,10,7
John Doe,111493,10,11,12,14,3
Sarah Doe,78925,20,19,5,10,7
David Jones,84774,15,12,13,10,8
Anna Smith,66468,10,10,5,11,3
Sarah Doe,66721,18,19,7,14,4
Jane Johnson,74377,21,17,12,15,8
Laura Smith,87543,14,16,14,15,8
Emily Johnson,81640,17,10,7,10,8
Alex Wilson,50492,20,14,6,13,7
Anna Davis,117710,14,17,7,11,6
Chris Jones,59454,14,15,12,9,4
Laura Doe,115863,17,18,12,10,3
Anna Jones,63709,19,10,7,9,8
Laura Smith,76322,25,17,7,8,5
John Davis,44240,24,16,12,8,7
Sarah Jones,50873,17,16,15,13,7
John Wilson,53746,19,17,9,9,6
Michael Doe,107522,15,20,10,10,4
Anna Davis,86914,20,20,14,8,6
David Taylor,108348,13,16,13,14,5
Emily Jones,86134,19,12,8,9,4
Sarah Wilson,58106,16,10,14,11,8
David Brown,114898,22,12,15,13,7
John Doe,59114,18,20,15,9,8
Anna Taylor,40373,15,19,8,10,5
Michael Davis,49216,22,12,7,13,4
John Smith,117258,20,15,10,8,6
David Smith,76184,18,10,15,9,8
Laura Taylor,109659,18,15,12,9,5
Alex Davis,40291,14,10,12,14,4
John Johnson,85052,16,11,10,9,8
David Brown,69969,17,19,12,10,6
Alex Davis,85598,16,10,6,11,7
Anna Doe,56589,11,10,8,12,4
Emily Johnson,92129,17,11,6,10,3
Emily Doe,77387,17,13,10,15,6
Laura Smith,88697,19,19,11,10,5
Laura Taylor,115380,19,18,13,14,5
John Williams,119246,18,13,9,10,5
Emily Wilson,74216,10,13,12,14,6
David Davis,95017,14,13,11,10,3
Emily Taylor,68041,21,15,14,9,8
David Jones,117587,14,15,15,12,3
Jane Doe,93585,20,15,6,13,5
Emily Brown,44585,22,15,9,8,8
Chris Brown,67323,10,15,12,9,4
Emily Miller,55767,24,17,13,11,8
Emily Johnson,49405,16,15,13,15,3
Laura Taylor,55785,21,13,13,11,8
Chris Miller,46257,20,17,11,15,3
Sarah Miller,87965,24,19,7,12,6
Jane Taylor,106244,19,20,11,10,3
David Brown,74796,15,18,8,9,3
Jane Johnson,75487,23,18,13,9,8
Chris Taylor,105073,24,20,11,12,3
Sarah Taylor,85862,12,18,5,9,7
Anna Smith,107562,12,11,5,14,3
Emily Doe,95598,25,20,5,10,5
Sarah Davis,85148,11,18,9,11,8
John Doe,52241,25,13,5,15,8
Alex Wilson,108982,19,16,15,13,3
Chris Jones,97193,17,14,7,13,6
Laura Johnson,70042,17,17,9,8,3
Sarah Wilson,89747,16,12,5,14,4
Chris Williams,54679,11,20,12,12,3
Anna Wilson,118193,21,11,6,8,7
Anna Williams,115504,21,12,8,11,6
David Smith,58707,25,16,6,12,7
Michael Brown,94687,20,15,9,11,4
Chris Williams,102838,25,18,9,8,5
Anna Doe,52320,10,11,12,14,5
Emily Smith,119396,19,14,10,13,7
Alex Jones,91829,15,14,15,8,3
John Wilson,77074,18,15,10,10,6
Laura Williams,106633,19,12,14,15,3
Chris Smith,102041,10,16,8,10,3
Sarah Jones,65454,16,18,8,15,4
David Davis,85549,15,20,12,15,3
Michael Doe,66143,13,20,15,13,6
Emily Williams,81301,18,14,5,15,3
David Taylor,43823,16,17,15,11,4
John Johnson,90690,10,11,12,13,7
Alex Smith,74789,22,10,8,13,7
Laura Miller,76639,12,15,8,8,3
Laura Wilson,102721,22,17,11,12,3
Alex Davis,97383,15,19,8,11,8
Michael Wilson,63930,23,15,12,14,7
Anna Brown,73597,15,13,7,13,5
Emily Johnson,89558,16,17,12,10,5
Laura Taylor,71646,23,17,10,9,5
Anna Miller,87058,13,19,15,9,7
Michael Wilson,57456,21,12,12,14,6
David Taylor,103387,13,18,11,8,7
Emily Doe,102527,19,15,15,14,6
Alex Brown,119175,25,10,15,15,3
David Taylor,40175,17,16,6,11,3
Jane Brown,75091,14,17,8,9,8
Chris Johnson,111973,17,14,11,11,7
Jane Smith,41413,23,15,8,12,7
Chris Jones,84102,18,13,10,12,5
Alex Doe,90726,16,16,5,11,5
Anna Jones,91428,12,19,5,13,5
Michael Wilson,68107,24,17,10,12,5
Sarah Johnson,110434,17,17,13,15,5
Jane Brown,114611,15,16,14,12,4
Laura Johnson,54945,19,19,7,14,6
Alex Miller,41155,10,17,5,11,7
Emily Miller,72773,24,18,7,14,3
Anna Brown,62696,16,12,15,11,8
Jane Brown,73893,22,19,15,15,6
Alex Taylor,60854,13,10,9,11,7
Jane Taylor,86270,22,14,7,14,3
David Jones,55439,22,17,10,8,5
John Taylor,103056,20,20,7,12,3
Sarah Davis,59843,16,16,14,14,6
Emily Johnson,116622,14,17,8,10,3
Sarah Wilson,81471,18,13,10,13,3
Alex Williams,85070,15,15,5,13,4
Emily Taylor,85090,10,11,9,10,5
Anna Davis,84492,23,18,8,9,3
David Williams,91623,18,15,8,9,5
Chris Davis,67999,13,16,11,13,5
John Brown,60856,16,19,9,10,5
Anna Miller,102037,15,19,7,8,3
John Jones,75701,22,13,6,13,6
Chris Doe,52867,22,13,8,10,3
John Wilson,76235,20,12,8,11,4
Alex Wilson,76992,21,10,14,9,7
Laura Doe,71853,18,14,5,10,5
Anna Taylor,80046,18,18,11,8,5
Michael Miller,73746,13,13,14,13,3
Alex Brown,95815,12,11,11,9,8
Chris Doe,111965,14,14,9,14,8
Michael Brown,114277,20,13,14,8,8
Laura Smith,94495,25,11,6,11,5
Anna Wilson,89172,24,14,11,13,4
David Johnson,69988,17,16,15,10,6
Michael Wilson,58476,17,14,14,8,7
Sarah Miller,57210,25,10,14,8,7
Jane Wilson,92950,21,13,15,13,4
David Jones,50181,14,20,14,10,8
Jane Davis,61505,17,14,13,14,5
Jane Williams,95039,17,15,5,15,7
Laura Doe,110205,13,15,12,14,4
Laura Smith,88973,18,13,14,8,5
John Wilson,98842,25,10,8,8,5
David Davis,95073,17,14,5,12,6
Chris Wilson,99505,19,14,8,12,7
Laura Brown,101919,24,18,7,13,7
Alex Taylor,74652,20,16,15,12,6
Sarah Smith,115684,16,16,11,9,4
David Brown,43389,20,10,15,9,3
Chris Jones,56639,23,20,8,8,6
Alex Miller,80698,16,12,7,15,7
Chris Williams,56456,10,14,7,8,4
Anna Williams,65865,17,10,13,8,5
Sarah Johnson,100119,24,12,8,14,4
Michael Williams,61772,17,19,10,15,3
Emily Williams,103728,24,12,5,15,4
John Davis,100296,12,16,12,8,4
Anna Wilson,87921,19,12,7,14,3
Anna Williams,55772,14,14,15,8,5
Chris Doe,49267,10,10,6,10,4
Michael Johnson,98725,21,19,14,13,7
Alex Williams,117141,11,14,9,11,3
Laura Doe,55812,15,11,14,13,8
Chris Williams,113790,20,13,11,8,7
Chris Jones,109866,25,15,6,9,3
Emily Doe,61379,13,12,11,10,7
Michael Wilson,94452,25,14,6,15,3
John Johnson,60051,15,10,15,14,5
Michael Miller,114380,14,17,15,14,8
Chris Jones,44578,11,15,15,8,3
Jane Johnson,63958,12,15,6,14,7
Alex Doe,98845,10,10,11,10,3
Chris Taylor,71945,15,12,13,8,8
Chris Brown,72367,10,12,6,13,5
Laura Johnson,115363,13,18,15,12,6
Sarah Davis,117944,18,20,6,15,4
David Doe,58125,17,16,6,12,7
David Wilson,47090,15,10,6,12,5
Emily Williams,55956,24,15,12,13,8
David Williams,69077,20,17,14,8,5
John Brown,82116,23,20,12,10,7
Anna Brown,78439,18,12,8,9,3
Michael Smith,116094,25,17,13,11,5
Alex Smith,67151,11,13,15,8,5
Jane Taylor,59154,21,15,6,12,4
Chris Miller,79355,19,16,6,12,7
Anna Smith,115461,14,11,15,9,7
Jane Davis,83543,20,18,12,10,3
Laura Williams,118119,12,11,8,8,5
Sarah Miller,75017,13,17,6,15,6
Laura Davis,56791,19,20,15,10,8
Sarah Jones,55166,25,16,8,14,8
David Wilson,45955,17,16,7,8,7
Michael Johnson,62461,23,15,9,8,3
John Brown,62036,25,19,5,13,3
Michael Jones,66598,11,12,13,8,4
Anna Jones,116109,15,13,8,10,6
John Davis,98240,16,19,15,12,4
Laura Williams,96855,17,18,10,10,3
Chris Miller,119664,14,12,11,14,3
Sarah Taylor,43226,17,16,12,15,4
David Wilson,78193,21,20,9,10,8
John Brown,107444,10,20,14,9,5
Sarah Miller,102597,19,18,10,10,6
Alex Wilson,97142,17,19,9,8,8
David Davis,61643,23,16,8,9,7
Jane Jones,119825,19,18,15,14,4
Chris Smith,97175,14,17,6,11,6
Anna Brown,84025,22,16,10,9,3
Michael Miller,105312,23,19,5,12,5
Sarah Smith,75886,11,13,9,14,5
Jane Johnson,59125,18,14,12,14,4
Anna Davis,75379,25,10,5,12,3
Anna Brown,59905,24,11,10,12,8
Michael Davis,64086,15,20,7,11,8
David Jones,83436,13,19,11,10,3
David Taylor,84533,20,18,7,13,6
Emily Brown,106973,11,14,11,10,4
Alex Brown,68074,11,10,7,12,8
Anna Wilson,106949,20,15,11,11,8
Michael Davis,112684,14,11,12,13,5
Sarah Brown,92592,19,16,9,13,4
Emily Johnson,79488,21,20,6,9,5
Alex Davis,52743,18,13,14,11,3
Anna Taylor,43888,24,15,12,14,7
David Johnson,54759,25,11,9,14,7
David Davis,50636,14,17,10,9,4
David Wilson,97836,25,17,8,8,4
Jane Johnson,53315,12,11,10,12,3
Chris Miller,91917,14,12,6,11,6
Chris Brown,84211,24,11,7,11,7
Alex Smith,66080,16,11,15,14,8
John Johnson,70579,17,11,6,13,5
Emily Williams,111418,14,12,14,10,4
Emily Davis,72755,23,18,15,9,8
Michael Miller,79266,18,15,13,13,5
Sarah Brown,45848,24,16,14,11,8
John Johnson,101677,22,13,11,9,6
Laura Smith,65543,14,13,7,10,3
Sarah Doe,94532,16,19,15,11,8
Jane Smith,78880,17,18,5,9,6
David Doe,96944,13,12,7,8,6
Sarah Taylor,73455,21,15,13,11,6
David Jones,87227,21,10,13,8,7
Chris Taylor,80721,22,12,10,9,7
Michael Jones,86132,15,20,8,11,3
David Johnson,71875,13,19,11,10,3
John Davis,91767,13,13,5,13,5
Alex Taylor,111672,14,10,8,13,5
Michael Taylor,103609,18,14,5,9,3
Sarah Doe,107042,15,17,10,15,5
Michael Smith,105904,15,12,12,11,7
Anna Smith,44423,15,18,12,13,4
Sarah Brown,85597,14,19,9,15,6
John Miller,109460,24,20,7,10,7
Alex Jones,114299,20,18,12,12,8
John Brown,47233,14,12,13,11,8
Michael Johnson,62950,23,18,14,14,5
John Doe,108595,13,10,12,8,4
John Wilson,109728,11,11,12,14,7
Sarah Brown,105306,23,17,8,12,5
John Wilson,96739,16,19,7,10,7
Anna Johnson,92221,11,16,15,9,6
Emily Williams,110050,17,13,8,10,8
Alex Jones,49319,24,14,6,15,7
Sarah Wilson,57297,12,13,11,11,7
Anna Jones,72285,24,17,14,14,7
Alex Brown,43312,25,13,5,15,4
Anna Williams,60985,12,13,8,14,5
John Smith,93874,14,17,15,10,6
Laura Brown,62906,17,14,7,14,7
Sarah Miller,67280,20,14,15,14,5
David Taylor,49864,18,19,9,13,5
Anna Johnson,112020,23,17,7,9,4
Alex Johnson,52699,24,20,7,11,3
John Doe,93396,10,17,9,11,5
Sarah Taylor,62735,19,19,6,13,3
Anna Davis,48879,23,18,14,11,6
Emily Williams,41414,21,17,7,10,8
Laura Taylor,73036,25,12,5,11,7
Chris Taylor,119358,23,19,8,10,5
John Davis,55294,18,17,6,12,3
John Johnson,50902,22,14,12,8,3
Chris Davis,58334,25,19,7,8,7
Anna Miller,42174,20,19,8,12,7
Laura Miller,66271,21,20,13,14,7
Michael Williams,87084,15,10,10,13,5
Jane Smith,93912,21,19,7,9,3
Michael Brown,69916,16,11,9,9,4
Alex Wilson,72390,25,15,14,13,3
David Brown,86204,22,13,13,8,5
Anna Wilson,97241,21,17,7,9,7
Laura Johnson,107228,11,13,12,15,3
Chris Smith,96400,21,14,9,8,7
Sarah Doe,109943,13,13,8,12,6
Emily Doe,110820,14,19,14,12,8
Chris Wilson,114634,10,15,9,11,6
Chris Johnson,98895,21,16,10,15,6
John Johnson,113278,18,18,14,15,5
Alex Davis,88815,19,12,9,11,8
Emily Smith,79279,16,14,10,10,3
Jane Wilson,70292,12,14,15,8,7
Emily Wilson,113017,15,13,11,11,8
Jane Miller,64774,18,17,8,13,3
Laura Jones,41707,23,17,14,15,7
Michael Wilson,49046,22,10,8,8,5
Laura Wilson,117744,12,12,15,15,5
John Smith,74839,20,12,8,14,3
Sarah Brown,76813,21,14,14,12,8
Sarah Wilson,82322,22,16,11,15,7
Chris Johnson,119326,11,17,15,15,3
Emily Davis,111943,22,17,10,8,7
Jane Taylor,47554,22,11,14,12,5
Michael Wilson,70238,21,15,7,10,5
Michael Doe,58393,13,12,11,12,3
Jane Johnson,99430,17,18,5,14,6
Chris Davis,77037,14,12,8,8,5
Chris Wilson,81484,18,18,5,11,6
Jane Jones,71074,15,14,9,12,5
Michael Davis,57148,11,14,6,14,8
Michael Johnson,48358,15,12,5,12,3
John Smith,110845,15,15,7,10,6
Emily Williams,45939,20,14,13,9,6
Chris Johnson,85170,18,18,13,14,7
Alex Williams,67755,14,20,6,11,6
David Williams,108119,13,20,15,14,7
Emily Doe,58797,23,18,8,14,6
Emily Smith,49021,21,15,8,13,3
Michael Davis,46110,16,12,8,10,3
Sarah Smith,109094,18,14,7,8,8
Anna Taylor,117907,13,12,11,12,8
David Miller,53562,25,15,14,8,5
Michael Miller,62869,14,10,15,11,5
Anna Wilson,97339,21,16,6,10,6
Laura Jones,58880,21,12,10,13,5
Chris Davis,66630,10,18,8,8,3
Emily Williams,113888,14,16,13,9,3
David Smith,45061,11,14,10,8,4
Laura Jones,47231,18,15,11,9,8
Alex Wilson,110475,13,17,14,12,3
Michael Williams,54200,19,12,12,8,4
Jane Doe,69002,22,12,8,10,5
Alex Jones,52405,18,19,6,13,8
Emily Brown,50864,19,20,12,15,7
Jane Doe,68442,13,11,12,9,5
Sarah Taylor,80818,18,20,12,13,3
Michael Miller,68098,19,16,5,9,4
Alex Johnson,50066,21,18,10,10,7
David Miller,113248,15,15,9,11,4
Jane Williams,101435,21,14,15,15,7
Emily Williams,111752,14,20,10,12,8
Jane Smith,83932,19,18,6,12,7
Laura Doe,71425,20,10,10,11,5
Laura Jones,97427,18,16,12,8,6
Sarah Taylor,68049,18,19,14,14,5
Sarah Miller,98822,22,18,10,11,4
Michael Johnson,91515,22,16,7,14,6
Jane Johnson,49523,23,19,8,9,5
Sarah Williams,88914,25,11,14,13,8
Emily Doe,109625,13,13,13,9,6
Anna Jones,79670,14,11,7,15,3
Chris Miller,99924,20,14,9,15,7
Laura Davis,79454,10,17,14,12,3
Anna Taylor,63077,17,17,10,9,8
Chris Jones,51250,12,19,9,9,5
Michael Davis,83319,20,10,7,9,6
Sarah Wilson,95517,19,18,8,8,5
Michael Williams,71131,23,15,10,10,4
Chris Doe,55496,21,18,6,15,3
Alex Jones,70411,24,10,5,10,4
Laura Smith,93350,10,10,7,9,4
Emily Doe,78737,12,14,7,12,8
Emily Davis,69652,20,19,13,13,7
Laura Taylor,80949,22,19,8,15,6
Laura Wilson,43939,23,19,7,15,7
Alex Brown,106441,16,18,7,12,3
John Doe,63935,18,17,13,11,6
Sarah Wilson,106001,24,16,14,8,6
Michael Taylor,71682,15,13,13,8,3
Chris Brown,59242,16,13,13,10,6
Sarah Taylor,96249,19,17,13,14,7
Emily Taylor,115319,24,12,8,14,3
John Miller,59852,17,14,11,15,3
Laura Davis,73458,23,18,11,14,7
Emily Taylor,62716,18,12,11,8,7
Emily Davis,88914,19,15,12,9,5
Sarah Brown,56331,16,20,12,9,6
Emily Smith,55284,17,20,15,14,7
Chris Miller,67871,15,12,11,12,6
John Wilson,103501,14,20,5,12,5
Michael Taylor,45500,20,14,6,14,7
Laura Miller,76150,13,17,5,12,7
Chris Smith,94455,12,11,12,11,7
David Jones,94428,21,14,14,10,5
Emily Miller,96779,13,19,12,12,4
Alex Davis,113144,22,15,10,8,7
Anna Johnson,100287,24,20,8,11,6
Chris Doe,112856,20,12,10,13,5
Michael Johnson,63442,11,16,7,13,7
Jane Davis,83480,25,10,9,15,5
David Doe,58331,25,19,15,13,8
John Smith,78105,23,17,9,14,5
Alex Davis,64414,15,14,7,8,8
Alex Jones,51508,21,13,14,9,7
Laura Miller,64845,24,20,7,10,3
John Williams,110584,10,18,14,15,6
Jane Johnson,112235,17,10,13,10,7
Michael Smith,83104,18,19,11,9,8
Laura Johnson,84210,18,11,14,14,3
Sarah Taylor,80005,20,16,14,8,3
Anna Taylor,118658,13,12,10,9,6
Emily Johnson,46834,14,15,10,12,4
Emily Wilson,102229,11,10,14,14,7
Sarah Doe,87745,14,13,15,14,8
John Smith,100874,21,12,9,12,8
Chris Jones,76906,14,17,14,9,5
John Smith,119543,22,14,10,13,4
John Smith,50604,25,15,15,8,3
Alex Jones,100057,18,12,5,13,4
Sarah Taylor,54598,24,14,10,14,5
David Williams,42128,23,15,12,13,6
Laura Taylor,97497,13,10,5,10,8
John Miller,69768,19,10,12,13,8
Sarah Davis,68294,25,19,13,10,4
Jane Miller,61601,21,12,13,10,5
Anna Miller,94662,21,12,8,8,7
John Johnson,48351,14,18,11,9,3
Anna Taylor,105553,23,19,11,10,7
Chris Williams,118288,11,20,12,12,4
Anna Williams,83527,23,16,11,12,5
Emily Taylor,118191,13,20,15,8,4
Anna Jones,46977,10,10,13,9,8
Emily Doe,88361,10,16,11,14,8
Michael Doe,67988,10,17,8,13,4
Laura Williams,60200,22,12,12,15,8
Laura Jones,76857,16,15,11,13,5
John Williams,69588,21,19,8,13,4
Sarah Johnson,119660,19,18,7,14,4
Jane Miller,101415,24,20,13,11,4
Michael Taylor,47262,22,13,5,13,7
Anna Taylor,109510,14,20,8,15,7
Emily Brown,48565,11,11,9,10,3
Sarah Brown,50203,12,10,12,8,4
Anna Brown,84598,16,10,12,11,5
Jane Jones,65283,23,19,14,15,6
Anna Jones,80318,17,20,9,8,7
Michael Johnson,86846,19,18,14,13,3
David Taylor,118694,13,16,7,13,5
Jane Johnson,40318,23,16,6,12,3
Anna Davis,69239,17,11,7,11,6
Anna Brown,109238,23,14,15,11,4
Sarah Taylor,94617,23,15,11,11,8
John Miller,114584,21,16,12,11,4
Jane Taylor,89688,15,15,15,13,8
Laura Davis,69369,15,18,6,15,7
Jane Smith,109430,15,19,5,15,5
Michael Brown,116028,23,16,6,11,6
Alex Wilson,74812,13,18,14,15,3
Michael Smith,117242,12,15,10,12,7
Michael Taylor,72771,17,15,6,8,6
David Taylor,49970,22,17,10,11,4
Michael Miller,110619,24,13,12,15,6
Laura Jones,45420,24,11,12,11,5
Jane Wilson,61418,17,20,9,13,6
Jane Brown,68596,15,11,13,10,6
Emily Brown,42860,21,17,12,12,7
Alex Williams,89052,14,16,5,14,3
John Jones,66950,23,11,10,10,8
Sarah Doe,76732,20,14,14,11,6
Jane Brown,85764,17,16,6,10,6
Jane Davis,89978,20,15,6,13,5
John Doe,55992,15,20,13,10,3
Michael Davis,49408,16,16,5,12,3
John Doe,75481,16,10,8,14,5
Jane Doe,46520,19,12,15,13,3
Jane Miller,54818,21,18,11,12,5
Chris Brown,108837,21,15,14,14,8
Sarah Johnson,57353,15,14,9,15,3
Chris Brown,110682,22,13,9,11,3
Chris Miller,54677,19,14,15,10,5
Sarah Smith,107237,16,19,9,9,5
David Smith,67327,23,20,10,10,6
Emily Doe,87018,21,18,10,14,5
Michael Wilson,40023,23,12,6,10,7
Michael Wilson,58065,15,11,11,13,3
John Doe,58155,25,17,14,10,7
Chris Wilson,84294,22,20,12,15,3
David Miller,78572,15,20,8,10,7
David Wilson,58298,16,19,12,9,8
Chris Williams,56291,25,17,7,8,5
John Brown,115829,21,10,8,15,4
Anna Jones,77865,16,20,7,8,8
Michael Brown,45054,22,13,6,13,4
John Johnson,102235,19,17,10,12,5
Anna Wilson,56543,14,16,11,14,6
John Smith,57739,10,13,14,14,3
Chris Wilson,80076,15,18,5,13,4
Sarah Jones,80096,25,16,10,8,7
Jane Wilson,96497,19,19,9,12,6
David Doe,113142,25,11,12,11,3
Laura Johnson,64111,10,14,7,12,5
Michael Smith,117002,15,17,11,14,8
Anna Williams,97924,19,17,14,11,7
Sarah Williams,104016,15,18,9,8,6
John Wilson,78018,22,14,15,10,3
Laura Jones,70049,21,11,6,10,4
Sarah Jones,96040,22,20,9,12,5
Michael Doe,66716,22,14,14,8,7
Chris Wilson,92379,18,14,5,12,7
Emily Davis,77485,22,17,12,13,4
Sarah Smith,56356,25,15,12,9,3
Chris Brown,64815,12,12,14,13,4
Anna Wilson,106140,20,10,11,9,7
Sarah Smith,113193,11,18,14,15,7
Laura Doe,41928,11,12,6,9,7
Anna Miller,97258,19,20,10,13,6
Laura Williams,112990,22,20,5,9,6
Anna Taylor,40232,20,13,5,11,8
Michael Smith,45334,18,19,13,10,3
Jane Brown,106930,21,20,13,11,5
Michael Wilson,87244,11,16,12,13,4
Anna Johnson,59661,12,12,14,10,5
Alex Williams,108667,13,13,14,9,4
Sarah Williams,52175,22,10,14,11,5
Chris Doe,110711,24,10,7,11,4
Sarah Davis,65766,24,10,8,9,6
Anna Williams,74327,10,10,15,12,8
Alex Davis,100738,14,20,11,14,7
John Miller,116882,16,13,7,14,3
Michael Smith,82697,20,19,8,15,4
John Davis,88299,23,15,5,11,3
David Johnson,92774,19,14,12,13,5
Alex Taylor,77622,18,12,12,9,8
Laura Wilson,56719,24,10,8,8,5
David Johnson,89019,21,13,13,13,6
Jane Smith,94959,18,12,9,12,3
Alex Smith,93954,24,20,12,10,5
Alex Brown,65216,17,18,12,15,3
Chris Taylor,48996,17,16,14,14,8
Michael Wilson,90291,22,12,11,11,7
David Johnson,113837,10,15,12,10,7
Emily Wilson,94528,24,10,10,15,5
Sarah Williams,113027,11,19,13,10,3
John Williams,44947,10,19,7,8,3
Chris Doe,61638,20,12,6,14,8
Chris Brown,83205,22,20,12,14,3
Emily Johnson,50447,16,18,6,14,7
Michael Smith,116198,16,20,6,13,3
Chris Jones,85665,14,18,15,11,7
David Jones,74637,25,11,5,11,8
Michael Jones,59012,10,17,6,15,7
Emily Wilson,117032,21,11,6,14,6
Jane Doe,45084,19,14,11,11,8
Emily Doe,105517,14,12,14,13,4
Anna Williams,99499,12,19,6,9,7
Michael Jones,74857,21,12,7,13,3
Emily Jones,106094,22,12,13,10,6
David Johnson,112559,23,19,15,11,6
Alex Smith,66320,10,17,5,10,4
Alex Brown,85489,15,11,13,9,7
Alex Jones,87491,13,19,9,12,5
John Doe,47757,21,13,12,8,7
Chris Brown,94874,25,20,10,14,5
Anna Doe,69319,20,16,8,11,7
Laura Brown,82716,13,11,5,11,7
Jane Taylor,81001,12,18,13,10,8
Chris Miller,76869,12,12,14,14,4
Michael Davis,71533,18,11,5,8,8
Emily Smith,115810,17,12,5,10,4
Anna Taylor,101250,25,12,5,14,7
Anna Taylor,45807,15,18,6,11,8
Anna Taylor,40473,14,16,7,8,3
Chris Miller,86940,11,20,6,13,4
Sarah Davis,52161,10,15,10,8,7
Sarah Williams,101319,13,17,10,11,7
Michael Wilson,110284,13,17,14,8,6
Chris Davis,87788,25,19,10,13,3
Jane Jones,56948,19,14,8,11,6
Michael Wilson,101188,12,20,15,11,8
Alex Smith,52284,14,15,5,10,5
Sarah Jones,105889,18,14,15,9,8
Anna Jones,41530,20,20,13,13,6
John Brown,97195,14,19,6,14,8
Alex Jones,41889,20,10,10,8,4
John Davis,107320,22,17,14,12,5
David Doe,56030,25,15,5,12,6
Anna Jones,68057,11,20,11,10,4
Sarah Taylor,78063,14,18,5,9,6
David Wilson,107649,17,11,13,12,7
Michael Brown,67618,17,17,12,8,6
Jane Johnson,70481,11,11,9,12,6
Laura Davis,49263,19,15,7,13,5
Sarah Taylor,101259,22,11,10,12,5
Jane Smith,111433,15,10,6,10,7
Jane Brown,81496,21,12,6,13,7
Emily Taylor,106898,16,16,14,14,7
John Taylor,56474,21,11,14,11,6
Michael Miller,112357,23,13,7,12,7
Alex Johnson,110101,20,16,12,8,4
Alex Johnson,98829,12,19,13,15,6
Laura Brown,56056,19,19,10,11,7
Chris Miller,106151,16,10,9,8,8
John Taylor,54822,23,18,5,9,3
John Jones,76234,14,10,11,15,3
Michael Taylor,89444,20,16,6,10,3
Michael Williams,81115,21,13,11,14,6
John Brown,105528,10,10,7,9,8
Laura Jones,115874,23,13,5,12,5
David Taylor,60816,25,16,13,8,7
David Miller,58547,10,10,5,15,6
Michael Wilson,64210,12,13,13,15,6
Sarah Davis,46702,18,17,12,10,6
Jane Miller,81529,24,18,11,12,3
Chris Johnson,88853,17,17,12,15,6
John Brown,59364,15,18,11,13,3
Chris Brown,70449,22,17,6,13,8
Chris Brown,87524,23,10,11,10,4
Laura Doe,96823,11,19,11,14,4
Jane Johnson,92680,22,12,15,9,6
David Smith,44182,23,13,11,11,4
Laura Doe,82714,12,19,14,15,7
Laura Miller,105713,12,19,7,9,3
Chris Miller,85525,25,17,12,13,4
Anna Brown,118641,23,18,5,10,5
Laura Davis,86214,12,14,11,9,3
Alex Brown,46923,14,13,10,11,7
