Name,BaseSalary,HRPercent,TRPercent,OtherPercent,PFPercent,ITPercent
Laura Jones,68157,16,16,12,11,8
John Williams,42611,14,16,5,15,3
Sarah Davis,93131,14,13,12,12,8
David Taylor,113450,11,14,8,15,5
Michael Johnson,96364,25,14,9,12,4
Laura Taylor,69533,24,15,8,8,6
David Doe,43224,25,14,9,9,3
Sarah Smith,112227,19,16,10,15,7
Anna Johnson,87621,16,20,8,12,7
Chris Taylor,73587,15,14,15,11,7
David Davis,92983,16,12,11,10,7
David Smith,86136,10,19,15,9,7
Michael Smith,73643,19,20,11,13,3
John Smith,101936,23,12,14,15,8
Emily Taylor,51627,16,16,5,8,3
John Doe,88499,11,16,13,13,4
Anna Jones,48373,16,12,6,11,4
Chris Doe,69716,15,10,12,9,8
Alex Doe,67588,14,17,9,13,4
Laura Brown,111602,21,19,5,9,7
John Davis,49964,17,17,9,10,5
Jane Williams,52528,23,12,13,11,8
Sarah Johnson,118589,11,14,15,13,7
Laura Doe,104595,23,16,11,9,5
Emily Wilson,79816,11,11,14,8,8
Alex Williams,57213,25,12,11,12,3
Laura Brown,116535,16,17,14,12,6
Alex Wilson,90284,24,12,11,10,6
Jane Brown,42603,18,10,14,13,7
John Doe,98455,15,14,10,9,5
Jane Miller,49644,21,12,6,11,5
Michael Miller,89900,12,20,15,9,6
Anna Doe,81045,15,19,7,9,8
Michael Miller,106067,20,16,5,11,3
Alex Miller,62942,16,13,14,14,5
Anna Doe,86200,10,20,7,11,6
Sarah Taylor,98601,18,13,13,14,4
Michael Miller,99809,17,11,15,13,5
David Jones,109433,16,17,13,10,8
Sarah Wilson,104709,12,13,11,9,4
Chris Miller,68399,18,10,14,11,7
Chris Taylor,73441,16,10,9,15,8
David Miller,89336,16,10,5,10,8
Chris Johnson,63745,21,19,6,8,3
Laura Smith,109252,17,12,5,10,4
David Wilson,96462,23,18,5,9,6
Alex Miller,75909,11,11,12,14,4
Emily Davis,110046,14,20,8,11,3
Laura Wilson,113780,14,18,10,14,3
Emily Wilson,115589,25,20,8,9,7
Emily Williams,48136,22,16,14,8,6
Chris Johnson,74477,15,13,13,9,7
Chris Davis,64649,21,16,9,10,3
Anna Jones,105666,21,19,9,11,8
Emily Davis,92952,11,14,8,12,5
Sarah Johnson,48399,18,12,10,8,4
David Miller,108932,18,17,11,11,6
Chris Doe,93432,18,10,13,8,5
Jane Williams,59582,25,18,14,14,4
Michael Doe,49893,23,18,5,13,4
John Davis,112997,13,13,9,11,5
John Williams,49692,19,11,8,12,3
David Jones,109596,14,19,14,11,5
Jane Williams,54208,20,10,6,13,6
Alex Smith,43530,22,10,11,8,8
David Smith,81155,24,10,15,15,3
Sarah Jones,102616,11,15,7,10,8
John Doe,44919,17,17,6,9,4
Emily Smith,111082,10,12,8,10,7
Emily Doe,100723,24,16,14,11,6
Alex Williams,77698,11,17,6,11,5
Michael Doe,81613,15,15,7,12,8
Chris Smith,68320,20,16,8,12,3
Chris Johnson,73416,23,15,15,11,3
Laura Miller,63059,19,20,8,9,7
John Jones,81820,13,17,7,8,7
Alex Johnson,52820,15,12,13,14,6
Jane Johnson,67571,18,13,9,10,7
Alex Taylor,60405,15,18,7,13,6
Alex Brown,67909,15,14,15,10,8
David Jones,93550,17,14,9,15,5
Laura Smith,71741,17,11,6,11,6
Chris Smith,84696,19,10,9,15,7
Alex Johnson,67538,22,20,7,12,5
Jane Davis,73584,14,16,10,10,7
Chris Doe,66167,14,12,13,12,8
Jane Williams,55683,15,20,10,9,7
John Miller,87486,17,17,8,14,6
David Williams,107774,23,20,15,13,8
Michael Miller,53568,11,16,11,13,4
Chris Miller,62788,22,12,12,10,8
David Johnson,55436,22,17,6,10,3
Anna Wilson,52505,10,16,15,9,5
Chris Miller,91549,23,10,10,15,5
Anna Johnson,62349,22,11,6,12,5
Laura Smith,111447,20,13,9,13,7
Jane Doe,44205,19,16,14,10,4
Michael Wilson,80128,18,14,8,9,3
Sarah Smith,74472,15,16,14,10,3
Michael Brown,109410,17,12,8,8,7
Anna Williams,94004,25,15,15,13,7
Alex Williams,40815,21,14,5,12,3
Jane Brown,100591,10,20,5,12,5
Chris Taylor,112358,16,18,7,15,7
Michael Davis,98452,11,13,5,11,8
Sarah Smith,70243,24,18,6,8,5
John Williams,62193,21,12,8,8,8
Laura Jones,69999,12,15,6,8,3
Anna Williams,104007,18,15,5,15,5
Emily Brown,62221,17,15,11,10,6
John Wilson,86111,17,10,15,13,7
Alex Davis,79873,13,10,8,15,3
David Jones,74320,18,20,12,13,8
Emily Smith,94392,16,11,10,12,3
Alex Miller,46753,10,18,6,10,8
David Miller,80559,17,19,7,11,5
Michael Smith,64347,20,10,11,13,3
Chris Johnson,108535,20,11,15,12,5
Sarah Smith,111598,21,14,13,12,7
Laura Jones,50048,15,18,12,10,8
John Smith,72202,19,18,15,9,3
Chris Wilson,71014,18,12,8,11,3
Chris Wilson,84689,20,20,10,15,3
Sarah Davis,58702,16,13,12,14,3
Jane Williams,100158,23,11,9,10,6
Michael Miller,45182,17,10,10,8,6
Chris Wilson,61399,16,10,11,13,5
Jane Wilson,66220,24,10,14,9,4
Alex Johnson,48923,19,18,15,12,3
Anna Doe,111139,24,18,11,8,3
Alex Doe,52741,17,19,9,9,6
Emily Doe,89731,16,18,7,14,8
Anna Doe,88949,16,20,11,11,6
Anna Jones,105675,24,16,6,14,8
Anna Smith,78703,12,17,15,9,4
Sarah Doe,51454,23,12,13,12,5
Sarah Taylor,47457,15,19,8,10,8
Sarah Taylor,103262,21,15,14,14,3
Anna Miller,76749,25,16,7,14,3
Chris Davis,49892,22,18,14,10,4
Jane Wilson,115158,17,17,13,10,7
Anna Taylor,115482,13,17,12,11,6
David Smith,41388,13,15,14,10,8
Chris Taylor,66864,23,20,9,10,4
David Wilson,43720,25,12,7,8,3
Emily Taylor,95033,17,15,12,10,8
David Wilson,78148,13,11,5,14,7
Michael Brown,58893,25,13,14,8,7
David Wilson,93538,11,10,12,11,7
Alex Brown,99758,15,17,8,10,8
Anna Miller,60947,24,17,9,9,8
Michael Jones,91451,18,20,15,8,8
Jane Williams,77255,11,18,12,9,4
Alex Williams,76752,19,18,8,11,3
Anna Brown,94684,10,15,14,9,4
David Johnson,86953,11,11,8,13,6
Chris Williams,84055,18,16,12,8,4
Jane Brown,56971,22,13,15,8,6
Alex Taylor,43092,11,12,7,10,7
Emily Smith,48155,12,19,14,12,7
Sarah Doe,114239,21,19,8,14,5
Anna Jones,65910,13,18,6,9,4
Alex Miller,91378,12,10,6,12,7
John Smith,116333,13,13,5,10,5
Chris Smith,75569,16,12,12,10,5
Jane Jones,112698,21,11,12,11,3
Michael Miller,50133,20,12,9,8,7
David Williams,50008,20,14,7,9,6
Chris Johnson,72996,15,11,12,15,6
Chris Wilson,111020,14,15,12,8,8
Chris Johnson,97270,10,10,7,8,7
Michael Brown,79579,15,12,13,13,7
Anna Davis,102058,10,19,14,15,4
David Brown,67796,19,18,6,11,7
Alex Wilson,103440,16,17,15,10,7
Alex Miller,43980,20,13,15,13,7
Michael Doe,93633,11,14,10,15,5
Anna Doe,85542,11,20,11,8,8
Alex Davis,108202,21,14,14,13,8
Emily Davis,118170,19,13,5,15,5
Jane Williams,112396,21,17,14,11,4
Chris Williams,96627,11,19,11,11,4
Michael Jones,46567,22,13,6,11,3
Michael Jones,112290,17,16,13,13,5
Jane Taylor,86007,12,12,8,15,5
Laura Miller,94722,16,15,10,10,8
Sarah Miller,89514,19,20,5,15,5
Jane Davis,112181,21,10,5,8,7
Alex Doe,81022,17,11,6,13,8
David Johnson,119193,17,12,5,13,3
Jane Wilson,75610,14,18,14,9,3
Michael Williams,45233,15,12,5,9,3
Jane Brown,56268,17,15,5,10,8
David Jones,60028,14,14,8,10,7
Chris Davis,101458,20,12,15,15,8
Emily Davis,65362,16,12,6,15,6
Laura Davis,86864,11,15,7,11,5
Michael Davis,101527,23,14,13,15,8
Chris Doe,48486,20,17,8,12,8
Jane Brown,114489,11,20,14,10,7
Michael Brown,102749,19,15,8,13,3
David Jones,55483,13,17,5,15,7
Michael Davis,103850,14,13,11,9,5
Chris Brown,103816,14,19,8,10,7
Jane Johnson,83365,25,10,15,9,7
Jane Davis,83909,15,17,9,15,5
Emily Smith,101802,24,19,5,12,7
Laura Williams,77027,25,12,11,10,5
Michael Taylor,104180,25,14,15,15,5
Anna Jones,108173,12,13,13,10,5
Laura Wilson,99807,23,13,9,9,6
Michael Jones,117153,15,12,5,14,7
Alex Johnson,119275,19,20,12,11,5
Alex Brown,42141,14,12,7,11,7
Sarah Taylor,115739,19,18,14,8,3
David Smith,62023,21,18,14,10,6
Chris Jones,65603,13,16,12,10,7
Laura Davis,61065,25,13,8,13,5
Sarah Wilson,45961,23,15,15,8,4
Chris Smith,42016,23,12,11,9,8
Chris Taylor,65640,10,11,6,9,6
Emily Brown,69747,11,12,14,10,4
David Johnson,113603,10,11,14,13,4
Sarah Jones,90239,15,13,11,12,5
Sarah Williams,49402,24,17,6,12,8
Michael Miller,90543,14,16,6,9,8
Alex Miller,78174,23,15,11,14,8
Michael Doe,76205,25,19,5,15,4
Anna Smith,95966,15,17,5,8,5
Emily Miller,107955,11,18,8,8,8
Sarah Taylor,42268,13,16,5,12,4
Emily Williams,77357,19,19,12,10,7
Emily Brown,94943,13,20,5,10,3
Jane Johnson,114139,13,20,6,10,4
Michael Johnson,88164,13,17,9,8,6
Anna Wilson,42668,18,14,14,12,7
Anna Davis,91171,22,12,11,14,8
Emily Miller,72371,19,20,6,12,3
Anna Davis,63063,12,10,6,14,4
Emily Taylor,71124,15,20,10,11,8
Emily Taylor,42514,24,12,15,8,5
Anna Miller,48911,22,11,14,11,6
Alex Doe,54854,24,18,7,8,5
Laura Taylor,71976,25,12,10,10,5
Emily Doe,111394,19,18,5,8,8
Emily Doe,72083,22,14,7,13,3
Emily Smith,102552,17,14,9,9,8
Alex Johnson,69347,19,10,13,12,7
John Doe,94980,16,16,7,15,5
Anna Wilson,80490,11,19,15,13,3
David Miller,109024,14,16,9,11,6
Michael Johnson,116978,22,11,7,15,8
Anna Brown,117242,23,12,10,12,5
David Doe,93176,22,13,11,9,8
David Davis,44487,25,13,12,9,3
Jane Williams,81641,23,10,10,8,6
Emily Taylor,74602,20,18,11,15,7
Alex Brown,79815,11,18,12,15,7
Emily Taylor,62188,17,14,7,13,4
John Davis,45162,10,12,11,12,4
Laura Smith,57897,17,12,7,8,7
Emily Brown,80631,17,18,11,8,6
Chris Davis,107457,15,19,10,14,5
Michael Williams,67036,21,15,5,11,8
John Smith,104379,18,19,9,12,4
Laura Miller,104715,14,13,7,9,4
Jane Davis,55255,25,10,13,12,4
John Davis,113086,10,19,14,9,3
David Miller,114615,24,18,15,15,7
Alex Williams,111585,11,16,11,8,4
Sarah Wilson,64633,17,13,11,12,8
Laura Williams,72740,16,16,15,9,7
Alex Williams,70765,24,19,5,12,3
Anna Smith,59610,16,11,9,11,5
Michael Doe,106712,10,11,11,10,5
Alex Johnson,60989,23,19,8,13,6
John Williams,99897,25,11,6,14,5
Laura Doe,48199,13,11,11,9,3
Sarah Johnson,50898,13,15,15,10,3
Alex Jones,67677,24,19,10,14,6
Chris Jones,100274,19,13,8,14,4
Michael Doe,106163,12,20,6,11,3
Sarah Davis,85018,10,13,8,11,4
Alex Brown,51639,11,19,6,13,8
Laura Brown,81235,12,15,15,9,7
Emily Wilson,49362,17,13,9,15,6
Michael Taylor,114765,11,11,7,12,4
Sarah Miller,71781,13,15,5,9,8
Emily Brown,101216,11,11,7,11,8
Laura Williams,40975,12,18,8,13,7
Jane Wilson,107809,21,19,8,8,7
Laura Williams,48734,19,16,7,8,5
John Miller,89975,14,11,11,9,5
Alex Smith,71868,20,10,15,12,7
Michael Miller,92215,14,15,12,8,6
John Doe,119646,22,11,14,15,8
John Wilson,90962,22,12,15,10,6
Laura Johnson,67745,17,10,14,13,8
Anna Brown,115909,14,10,10,15,7
John Brown,41473,14,14,6,12,4
Anna Williams,60544,22,14,10,12,6
Alex Smith,62465,14,20,8,14,4
Emily Jones,44187,23,18,13,8,4
David Williams,56008,24,14,12,12,5
Laura Doe,74393,15,14,8,14,4
Anna Doe,70983,11,11,13,9,8
Jane Taylor,112918,25,13,15,13,8
Michael Johnson,108395,12,18,9,15,8
Sarah Williams,109766,24,11,10,13,6
Emily Davis,116030,20,11,5,14,3
Sarah Jones,115382,22,14,12,9,5
Sarah Johnson,55880,14,15,10,12,3
Anna Johnson,45651,11,13,7,9,3
Jane Taylor,95155,25,15,12,10,5
David Brown,99682,10,20,7,10,6
Emily Doe,49571,19,17,10,9,7
Anna Wilson,116588,12,15,13,10,8
Michael Johnson,73597,13,15,5,11,7
Alex Miller,101290,14,10,9,8,4
David Taylor,51261,22,10,14,10,5
Sarah Doe,93987,19,10,11,10,5
Chris Miller,78688,14,11,9,8,8
John Miller,99181,14,19,8,10,3
Anna Miller,76961,15,11,5,13,8
Laura Miller,46756,25,15,9,13,3
John Miller,46672,21,14,13,15,7
Laura Smith,93506,24,15,12,12,6
Jane Doe,74951,21,16,9,14,4
Chris Doe,80558,19,16,7,11,4
Emily Miller,47032,20,12,8,8,3
David Doe,83531,22,12,5,9,8
Michael Brown,108984,21,11,14,14,6
Anna Wilson,41463,17,20,14,12,3
Emily Jones,46232,10,18,15,11,4
David Brown,62774,20,16,13,10,8
Sarah Taylor,51836,15,19,8,15,7
Jane Taylor,75078,17,16,5,13,5
David Taylor,71764,10,13,7,9,3
David Miller,115259,21,15,11,15,7
Alex Brown,79446,19,19,8,15,4
Chris Brown,82846,12,11,14,12,5
Anna Smith,48874,23,17,10,8,7
Chris Wilson,90199,12,11,13,9,4
Alex Taylor,103697,11,11,11,12,4
Anna Brown,109443,19,10,6,10,3
Chris Doe,91000,10,20,12,15,8
Laura Wilson,118704,20,20,12,9,7
Alex Davis,47881,12,14,15,12,3
Jane Johnson,80831,14,19,10,12,4
Michael Miller,40097,13,17,9,12,7
John Miller,58894,14,12,8,14,3
Chris Taylor,96330,13,10,7,10,8
Alex Davis,114424,21,10,5,8,4
Sarah Jones,40698,13,15,10,12,4
Anna Doe,69786,20,18,13,8,4
Emily Smith,66978,12,11,8,8,4
Michael Wilson,48841,14,16,14,12,7
Sarah Johnson,65325,24,13,9,14,7
Emily Williams,114507,21,11,12,11,5
David Wilson,68813,19,10,9,12,6
Michael Wilson,69919,18,11,9,14,7
Laura Jones,62346,14,19,6,8,5
Emily Jones,115724,17,17,9,10,4
Sarah Smith,44146,16,11,7,13,6
John Miller,59861,10,12,12,12,6
Alex Doe,92051,22,15,12,8,5
Jane Brown,66296,25,14,13,9,3
Emily Brown,84304,14,18,12,11,3
Chris Johnson,63212,17,12,11,15,7
David Davis,96373,17,15,12,14,3
John Miller,104644,12,13,15,10,4
Michael Wilson,96296,17,17,5,13,4
Anna Johnson,98653,20,16,15,11,3
Chris Wilson,94327,12,15,10,14,5
David Johnson,54729,10,10,9,15,6
Emily Doe,68547,11,10,11,9,4
Michael Davis,53141,17,16,6,13,7
Anna Johnson,108976,17,11,5,12,8
Laura Doe,114795,24,19,9,15,8
Sarah Davis,46105,22,16,14,11,8
Laura Taylor,73461,12,18,15,12,3
John Brown,113292,18,18,12,11,4
Jane Johnson,92608,10,12,11,10,5
Michael Smith,63201,19,20,14,13,5
Sarah Miller,53687,12,10,8,13,3
Chris Davis,45944,18,11,8,14,8
Anna Smith,107320,25,17,14,9,6
Jane Miller,97688,18,11,7,13,8
Jane Johnson,98604,25,17,5,12,7
Michael Wilson,45493,10,10,7,10,4
Laura Wilson,108198,10,11,6,12,6
Jane Taylor,73830,24,11,13,12,8
Chris Johnson,106011,22,12,7,10,7
Sarah Taylor,94015,13,14,14,8,4
Anna Davis,45763,12,18,7,12,3
John Doe,63609,11,12,15,10,4
Emily Davis,57718,16,16,12,9,8
Jane Smith,86270,23,16,9,10,5
Chris Taylor,69483,23,14,5,9,7
Alex Wilson,78048,19,16,7,11,4
Jane Doe,49417,15,13,14,15,6
Chris Miller,78718,25,12,7,8,8
Laura Brown,87080,19,19,10,10,4
John Taylor,95254,15,13,7,9,8
John Johnson,53931,17,10,13,15,3
Alex Williams,81059,22,12,10,13,4
Alex Jones,49698,20,18,6,10,8
Alex Johnson,102140,13,14,15,12,3
Michael Davis,53661,11,19,12,10,5
John Davis,41256,15,10,14,12,4
Anna Doe,64316,23,12,15,15,6
Laura Miller,82587,21,17,12,10,6
Sarah Brown,111190,22,20,11,12,6
David Williams,57755,15,12,6,10,5
Emily Davis,82201,19,13,13,15,3
Anna Wilson,59211,16,18,10,14,3
Anna Wilson,74679,10,20,8,10,8
Jane Williams,112735,23,18,15,15,7
Laura Wilson,99238,24,10,10,10,5
Alex Davis,83263,21,16,6,14,3
Laura Taylor,45133,24,20,13,9,3
Laura Williams,98073,13,20,15,13,7
John Brown,76664,19,20,7,8,3
Michael Davis,61687,14,10,13,14,8
Chris Taylor,99600,10,14,6,9,8
Michael Williams,84933,12,12,7,13,6
John Williams,79849,22,14,13,14,7
Jane Smith,83407,20,13,8,8,3
Alex Miller,89248,13,13,12,11,7
Chris Williams,118064,19,17,9,15,3
Alex Taylor,67084,15,15,12,11,5
Chris Miller,111104,11,14,11,8,5
Jane Miller,45308,21,13,5,8,5
David Williams,77616,21,16,6,11,4
Anna Miller,97935,11,18,8,8,8
Emily Smith,118372,15,19,9,12,3
Laura Davis,76752,15,17,10,8,6
David Williams,40256,20,11,7,15,8
Michael Doe,59943,14,16,9,11,3
David Davis,117673,10,13,11,9,8
David Smith,68984,18,15,6,10,6
Chris Davis,72568,11,14,13,12,4
Sarah Wilson,116277,15,15,5,10,8
Emily Taylor,107685,17,13,9,9,6
Sarah Wilson,115120,24,15,12,15,6
Jane Doe,83416,22,11,7,10,7
Michael Jones,77328,25,10,13,12,6
Michael Doe,49362,12,15,5,11,8
Alex Smith,112584,11,18,9,11,6
John Miller,51193,16,18,12,12,7
Chris Taylor,112959,16,12,5,11,8
David Doe,105494,17,13,9,13,3
David Jones,111887,25,16,13,13,6
Michael Jones,106376,17,16,7,14,7
Jane Williams,114354,15,11,15,8,6
Emily Doe,65696,20,15,13,12,7
John Miller,117151,22,14,6,13,7
Alex Smith,63065,14,17,7,15,8
Michael Doe,66313,25,14,9,10,4
David Johnson,115882,24,10,14,8,7
Anna Williams,88941,21,11,12,9,3
Michael Johnson,101917,15,20,7,13,3
John Smith,100210,25,20,12,11,4
Jane Miller,118946,15,13,5,12,7
David Davis,94672,19,17,10,10,7
Emily Smith,80091,19,20,9,15,4
Jane Brown,51166,19,19,6,9,8
Anna Doe,100251,11,16,12,13,7
John Johnson,84616,11,13,6,9,3
Anna Johnson,45848,12,15,7,14,4
Emily Wilson,100748,13,20,14,10,8
Sarah Johnson,100859,20,10,9,13,7
John Taylor,86995,25,15,14,12,7
Sarah Jones,60943,14,10,9,10,3
Michael Wilson,54284,22,15,5,13,3
Laura Johnson,68978,23,15,15,10,4
Emily Brown,55572,12,18,15,15,6
Alex Miller,83709,14,16,9,8,8
Jane Doe,61423,11,12,10,13,8
Sarah Taylor,49740,25,10,13,14,4
Sarah Johnson,51035,15,20,11,11,3
Sarah Jones,51446,24,14,6,14,8
Laura Johnson,85873,24,10,5,11,6
Chris Davis,51293,20,17,10,12,6
John Taylor,118957,16,14,11,11,4
Jane Wilson,101811,22,12,5,10,8
Michael Brown,63608,16,20,11,14,5
Anna Doe,40070,24,13,8,11,3
John Williams,103156,12,15,7,12,5
Alex Johnson,108756,10,12,7,15,7
Alex Miller,48143,25,18,7,14,8
Emily Smith,103593,15,16,8,13,6
Laura Smith,54988,25,10,12,14,6
Sarah Johnson,54473,17,20,11,9,6
Sarah Johnson,53835,11,10,13,12,6
Emily Johnson,41883,24,16,7,10,3
Jane Davis,113848,20,12,8,8,7
Sarah Wilson,89086,24,10,9,14,3
Emily Johnson,65656,19,14,13,13,4
Michael Smith,75454,16,16,12,10,5
Sarah Doe,98566,13,12,10,12,5
Emily Doe,103239,23,16,5,14,5
Alex Taylor,51534,11,12,11,14,7
Chris Doe,57698,11,16,6,10,3
Emily Davis,90211,25,10,9,8,3
Laura Jones,43493,25,13,14,15,6
Anna Davis,48165,25,16,14,15,3
Michael Brown,65010,11,20,8,11,7
Anna Wilson,65005,18,10,6,8,3
Jane Davis,104228,15,16,7,9,8
Jane Williams,96561,25,11,8,14,8
Chris Taylor,107111,23,11,14,12,5
Anna Jones,110770,22,20,8,13,8
Anna Miller,53075,17,10,11,13,6
Anna Johnson,98418,23,14,14,14,8
Michael Taylor,71527,18,11,12,11,6
Emily Wilson,99251,23,14,11,12,3
Emily Smith,91372,24,14,6,14,8
David Davis,49322,18,14,12,15,7
John Davis,56603,15,20,7,15,3
Michael Williams,106483,12,11,10,15,4
Alex Taylor,64878,25,12,12,13,6
Laura Taylor,83138,20,15,6,15,5
Michael Brown,41749,14,11,10,13,6
Alex Jones,41005,25,10,9,8,6
David Doe,98843,13,14,6,10,4
Alex Brown,81034,17,20,12,13,7
Sarah Doe,65688,10,13,8,10,4
Emily Johnson,52546,18,19,11,14,5
Alex Davis,114661,10,17,10,8,5
Alex Miller,51261,10,20,14,11,8
Emily Smith,87753,20,10,10,15,5
Sarah Wilson,113102,12,19,7,15,8
David Doe,48788,14,17,5,13,4
Sarah Brown,93590,14,16,9,14,6
Michael Davis,104630,16,15,14,9,8
Emily Miller,68238,16,20,6,10,6
Anna Davis,113606,14,14,10,8,7
David Johnson,81804,21,10,6,14,5
Chris Wilson,119703,20,12,6,9,8
Alex Johnson,58925,21,15,5,8,5
Chris Smith,84947,12,11,7,15,7
Sarah Johnson,62472,19,10,15,13,7
David Wilson,86219,10,13,10,13,5
Sarah Jones,67023,15,10,11,9,4
David Taylor,103639,15,20,12,10,6
Anna Smith,59939,13,17,11,14,5
Michael Davis,72579,13,14,7,14,7
Anna Smith,113309,23,12,9,15,8
Michael Jones,107593,17,14,7,9,3
Anna Doe,98072,13,13,6,11,7
Sarah Smith,89181,17,14,8,10,7
David Williams,96270,19,11,13,8,6
Emily Brown,73025,16,13,15,15,7
Laura Brown,79047,10,15,11,14,5
Laura Miller,115508,19,15,10,12,8
Alex Doe,67365,19,14,6,15,3
Chris Williams,66552,25,15,5,14,3
David Brown,74731,21,19,9,14,3
Jane Miller,93276,22,15,10,15,3
Sarah Johnson,107374,19,20,11,8,7
Sarah Wilson,62903,18,13,5,8,6
Chris Johnson,67559,19,16,7,12,8
Anna Jones,94246,19,18,5,8,8
Emily Smith,66991,13,13,10,8,7
Michael Brown,88666,10,18,7,12,6
Anna Smith,47819,16,18,8,9,5
Laura Miller,80448,23,15,13,13,6
David Johnson,65128,22,12,13,10,7
Laura Smith,60320,14,10,9,10,5
Alex Jones,67627,12,15,9,14,5
David Wilson,72266,25,19,5,14,5
Laura Johnson,47215,10,20,6,8,7
Sarah Wilson,42382,10,11,14,8,8
David Doe,43320,20,11,7,12,8
Chris Miller,67846,15,10,10,9,8
David Smith,63747,19,18,9,15,5
Emily Wilson,98862,13,11,6,15,4
John Williams,75238,16,10,5,10,6
Emily Davis,118344,24,16,13,13,3
Alex Jones,69904,19,15,15,10,5
Emily Miller,105049,24,14,5,13,8
Emily Williams,90871,22,12,6,11,3
Jane Doe,53525,21,15,9,14,4
Michael Wilson,65977,12,20,6,9,4
David Brown,100049,14,12,7,8,4
John Doe,112732,23,18,13,14,7
Emily Miller,114123,17,18,11,8,3
Emily Jones,67809,12,11,15,13,7
Alex Williams,85882,11,18,11,9,4
Emily Jones,101783,21,20,11,14,5
David Williams,110939,14,13,13,9,8
Anna Doe,53250,16,17,11,14,6
Anna Miller,92589,25,16,5,10,6
Alex Miller,77369,12,14,10,14,8
Michael Smith,117972,22,10,9,14,4
Alex Smith,113365,23,11,10,13,4
John Wilson,64227,23,11,13,9,8
Michael Williams,117086,17,16,10,12,3
John Miller,87977,19,17,7,11,4
Sarah Brown,49065,24,20,13,9,5
Anna Williams,74163,21,13,15,12,4
Chris Doe,58144,20,13,11,11,8
Chris Williams,63009,17,13,14,14,7
Alex Miller,79445,15,10,6,11,5
Jane Taylor,84600,16,20,9,15,8
Laura Doe,68687,18,13,15,14,4
Chris Doe,100575,20,20,15,9,6
Anna Miller,82084,13,11,15,14,5
Sarah Smith,112385,20,18,9,12,4
Anna Jones,109496,16,20,5,11,6
Anna Davis,67378,25,11,12,10,4
John Taylor,97430,25,12,5,13,8
David Smith,105799,13,10,8,8,4
Michael Williams,41781,18,16,12,12,3
John Johnson,80641,11,12,6,8,8
Emily Taylor,83286,12,20,7,11,4
Michael Doe,71674,18,10,11,15,4
Laura Wilson,58128,11,12,7,14,7
Michael Smith,42428,18,10,11,11,8
Alex Wilson,67806,14,18,10,14,8
Jane Smith,118870,17,20,11,12,8
Laura Williams,101748,15,11,13,11,4
Emily Williams,111837,10,10,15,15,4
Alex Wilson,105153,13,18,12,12,3
John Smith,106867,12,16,5,11,5
Emily Doe,58897,17,10,6,8,6
Emily Brown,66596,11,20,7,14,3
Jane Williams,46285,18,16,13,14,7
Sarah Taylor,110528,15,11,9,8,8
David Johnson,43741,11,17,7,13,3
Alex Miller,54727,17,17,5,13,7
Emily Doe,114886,17,20,14,8,5
Alex Doe,40567,10,18,7,8,3
John Wilson,58084,15,20,13,9,7
Sarah Taylor,84574,18,15,13,9,3
Alex Brown,108780,12,11,15,11,8
Jane Taylor,99661,16,13,8,9,3
Chris Wilson,107152,13,15,7,8,4
Michael Doe,118064,15,12,6,9,7
John Davis,94959,18,18,7,8,8
Emily Johnson,96997,25,20,5,13,5
David Doe,97500,10,16,7,10,6
Emily Jones,63034,12,14,12,10,5
Emily Miller,40504,15,18,14,15,6
David Miller,97676,12,18,5,10,6
Chris Taylor,90080,14,12,7,12,8
Chris Taylor,46917,12,20,5,12,6
Anna Doe,52006,17,17,11,14,5
Emily Johnson,111207,15,18,13,11,5
Michael Davis,57849,17,17,8,13,7
Laura Jones,41908,12,13,7,14,5
Anna Jones,86401,12,13,7,11,7
Sarah Smith,91332,25,20,6,10,3
Laura Smith,97580,12,20,13,12,3
David Williams,91496,20,17,15,12,3
Chris Taylor,43898,21,12,15,11,3
Anna Taylor,95126,25,15,10,10,7
Emily Jones,66387,16,13,6,11,7
Chris Johnson,85376,13,19,14,13,7
Jane Taylor,43095,23,14,15,10,4
Emily Taylor,92255,13,13,9,10,8
David Miller,83493,23,20,9,11,3
Jane Johnson,54184,16,15,11,8,7
Michael Davis,62594,10,12,6,9,5
Alex Miller,65459,22,14,7,8,8
David Smith,57518,12,13,9,10,7
Emily Smith,100196,12,15,10,11,7
John Jones,49529,19,11,14,13,7
Anna Doe,116645,18,10,10,15,8
John Brown,60143,10,19,8,8,7
Michael Williams,50540,12,10,12,13,5
Jane Brown,62140,21,19,7,9,5
Sarah Davis,118664,10,11,6,15,4
David Smith,72239,10,17,9,12,3
Sarah Wilson,64636,12,19,10,9,5
David Brown,76529,17,14,6,10,4
Anna Taylor,93753,16,14,14,9,5
Anna Wilson,103684,14,16,12,15,8
Emily Smith,75837,15,10,14,10,4
Alex Taylor,107737,19,18,13,8,6
Chris Doe,107070,22,18,6,10,4
Emily Taylor,55881,23,15,15,10,5
Jane Williams,56401,20,13,13,12,5
Emily Taylor,74246,19,10,15,15,6
Emily Johnson,77461,10,13,5,10,4
Alex Taylor,105126,24,15,7,15,5
Anna Johnson,115712,20,17,14,14,6
John Williams,91319,10,19,15,8,4
Sarah Miller,42068,24,18,12,13,5
Jane Williams,75309,24,17,13,12,6
Chris Davis,109822,21,10,10,8,7
John Miller,62646,25,18,15,8,3
Anna Jones,103865,18,18,6,13,3
John Jones,59626,14,12,7,9,4
David Miller,102840,16,15,7,8,6
Anna Davis,60054,14,10,8,9,7
